Collection Number,Passed Inspection,Note,Title,Publisher,Article Text,Article Image,Image Height,Image Length,Image Description,,,,,,,,,,,
2001,FALSE,2001.php has been marked for review (Null partner),#NAME?,,</p>%newline%Livingston Park High School Annuals is a growing collection of high school yearbooks from Park High School (formerly known as Park Senior High and as Park County High). The digital collectiion is based on the hard copies owned by Park High Library supplemented by annuals held in other collections and by private individuals. Genealogists as well as local historians will find much of interest here.</p>%newline%,collection2001.jpg,219,169,1999 Ranger annual : listen to the memories,,,,,,,,,,,
2002,FALSE,2002.php has been marked for review (Null partner),#NAME?,,</p>%newline%Beloved of researchers and genealogists alike%comma% school yearbooks can offer a surprisingly fresh and intimate glimpse into the lives of students and faculty. Beginning in 1910%comma% these college yearbooks include The Poly%comma% The Prickly Pear%comma% and The Yellowstone for Rocky Mountain College and its predecessor schools. They feature photographs%comma% faculty biographies%comma% membership lists%comma% team rosters%comma% nicknames%comma% theatre programs%comma% and student officers.</p>%newline%,collection2002.jpg,364,271,The Poly 1939,,,,,,,,,,,
2003,FALSE,2003.php has been marked for review (Null partner),#NAME?,,"</p>%newline%The Little Rockies Miner published journalistic articles aiming ""toward the upbuilding of the greatest gold-producing district of the great state of Montana%comma% as well as for northern Montana and Chouteau county in general.""</p>%newline%",collection2003.jpg,354,252,Little Rockies Miner 1908,,,,,,,,,,,
2004,FALSE,2004.php has been marked for review (Null partner),#NAME?,,</p>%newline%A newspaper in Saco%comma% Montana%comma% which aimed to protect and promote the interests of the citizens of Saco and vicinity.</p>%newline%,collection2004.jpg,416,248,The Saco Independent 1916,,,,,,,,,,,
2005,FALSE,2005.php has been marked for review (Null partner),#NAME?,,</p>%newline%This is a small selection of photographs from the historical archives at the Rocky Mountain Laboratories (National Institute of Allergy and Infectious Diseases%comma% National Institutes of Health) in Hamilton%comma% Montana. Included are photographs of reserachers (portraits and group photos), buildings used as laboratories in the Bitterroot Valley in the early 1900s, the construction of laboratory buildings in Hamilton, laboratory equipment%comma% fieldwork, and tick illustrations by artist Tom Moore. The collection dates from 1900-1960.</p>%newline%,collection2005.jpg,263,376,Canyon Creek schoolhouse laboratory,,,,,,,
2006,FALSE,2006.php has been marked for review (Null partner),#NAME?,,</p>%newline%This collection emerges from a effort of the Montana State Office of Public Instruction's Indian Education Division and the State Law Library pf Montana to acquire and preserve tribal legal documents. Included are constitutions%comma% codes%comma% court opinions%comma% water rights and gaming compacts%comma% fish and game regulations%comma% and more. </p>%newline%,collection2006.jpg,414,318,Blackfeet gaming,,,,,,,,,,,
2007,FALSE,2007.php has been marked for review (Null partner),#NAME?,,</p>%newline%Forty-six candid shots across the decades of college life at the University of Montana Western%comma% as well as materials from the public relations department in the 1950s. Founded in 1893 as Montana State Normal School%comma% it was known as Western Montana College of Education before joining the University of Montana system.</p>%newline%,collection2007.jpg,174,277,Photographs : 1933-1936,,,,,,,,,,,
2008,FALSE,2008.php has been marked for review (Null partner),#NAME?,,</p>%newline%Collection includes digitized yearbooks (Chinook)%comma% newspapers (Wescolite & Western Wire)%comma% and the Centennial History Book recording campus life from 1897 to 2006. Also includes the Normal College Index%comma% a monthly publication for teachers%comma% which contained lesson plans%comma% summer school notices%comma% education articles and alumni news for education graduates.</p>%newline%,collection2008.jpg,417,316,Centennial History Book --1893-1993,,,,,,,,,,,
2009,FALSE,2009.php has been marked for review (Null partner),#NAME?,,</p>%newline%The World Museum of Mining Photo Archives has a vast collection of photographs of the history of mining and the historical and cultural aspects of Butte and the surrounding area. The collection spans the timeframe from the 1880s to the 1950s. It contains over 14%comma%000 photographs%comma% negatives and glass plates. Browse this sampling of mine photographs found in the collection Mining in Butte. Most of these mines and mining activities are long gone%comma% but their legacy lives on in this photograph collection. This project was made possible in memory of Donald F. Cooney%comma% a lover of Butte and its history.</p>%newline%,collection2009.jpg,400,218,Adams Air Shaft Timber Slide,,,,,,,,,,,
2010,FALSE,2010.php has been marked for review (Null partner),#NAME?,,</p>%newline%The material in the Sax and Fryer Collection is comprised of material donated to the Fryer family%comma% documenting the events%comma% families%comma% and towns in Park County%comma% Montana%comma% primarily from the 1890s through the 1960s. The Sax and Fryer Store museum began with Frank Fryer's personal collecting in the 1940s. The collection does not document the daily operations of the Sax and Fryer Store or the Fryer family.</p>%newline%,collection2010.jpg,218,320,Bear Gulch%comma% 1899,,,,,,,,,,,
2011,FALSE,2011.php has been marked for review (Null partner),#NAME?,,</p>%newline%A growing collection of materials housed in the Yellowstone National Park Heritage and Research Center. This collection includes photographs of early Gardiner%comma% Montana, transcripts of oral histories by residents, and a Sanborn Fire Insurance Map depicting Gardiner streets and structures in 1907. </p>%newline%,collection2011.jpg,268,388,Fire on Main Street,,,,,,,,,
2013,FALSE,2013.php has been marked for review (Null partner),#NAME?,,</p>%newline%<em>Arizona Highways</em> magazine was born in the early 1920s. As automobiles emerged as the preferred mode of transportation in the U.S.%comma% a handful of states throughout the country developed magazines to entice motorists to travel newly developed roads. Sponsored by the states' departments of transportation%comma% these magazines provide a unique resource for examining how the automobile changed the history of travel and helped to shape identities of place in America. Of these magazines%comma% none date as far back or have featured the iconic photography that has made <em>Arizona Highways</em> a national treasure. </p>%newline%,collection2013.jpg,371,257,Arizona Highways%comma% January 1931,,,,,,,,,,,
2014,TRUE,,Ogden Buildings by Street,Weber State University - Stewart Library,</p>%newline%This collection contains images of businesses and homes in the Ogden area. The photographs were taken by the Weber County Assessor's Office for tax purposes. The photographs range in date from the 1920s to the 1970s. The photographs are organized by city and then plot number leading to an address. Not all streets or buildings are included.</p>%newline%,collection2014.jpg,,300,281 3rd Street,,,,,,,,,,,
2015,TRUE,,Weber State Whip Club Scrapbook,Weber State University - Stewart Library,</p>%newline% The Whip Club Scrapbook provides a history of the school's pep club%comma% covering the years between 1946 and 1955.</p>%newline%,collection2015.jpg,296,231,Front Content,,,,,,,,,,,
2016,TRUE,,Weber and Davis Counties Community Oral History Project,Weber State University - Stewart Library,</p>%newline%The Weber and Davis County Communities Oral History Collection includes interviews of citizens from several different walks of life. The histories cover various topics and chronicle the personal everyday life experiences and other recollections regarding the history of the Weber and Davis County areas.</p>%newline%,collection2016.jpg,341,302,Anderson%comma% Edward,,,,,,,,,,,
